district,Sex,Age,month of estimation,population
LIM - Capricorn District Municipality (DC35),Male,50-59,2021-08-31,38516.84921
LIM - Capricorn District Municipality (DC35),Male,60+,2021-08-31,45731.304239000005
LIM - Mopani District Municipality (DC33),Female,0-4,2021-08-31,64799.36962
LIM - Mopani District Municipality (DC33),Female,10-14,2021-08-31,70880.83711
LIM - Mopani District Municipality (DC33),Female,15-19,2021-08-31,55905.42697
LIM - Mopani District Municipality (DC33),Female,18-34,2021-08-31,134327.45459
LIM - Mopani District Municipality (DC33),Female,35-49,2021-08-31,117224.51626
LIM - Mopani District Municipality (DC33),Female,5-9,2021-08-31,66526.38256
LIM - Mopani District Municipality (DC33),Female,50-59,2021-08-31,56167.39736
LIM - Mopani District Municipality (DC33),Female,60+,2021-08-31,71223.982602
LIM - Mopani District Municipality (DC33),Male,0-4,2021-08-31,67099.52277
LIM - Mopani District Municipality (DC33),Male,10-14,2021-08-31,73774.22353
LIM - Mopani District Municipality (DC33),Male,15-19,2021-08-31,59645.86682
LIM - Mopani District Municipality (DC33),Male,18-34,2021-08-31,130609.45972000001
LIM - Mopani District Municipality (DC33),Male,35-49,2021-08-31,97753.74541
LIM - Mopani District Municipality (DC33),Male,5-9,2021-08-31,68474.16061
LIM - Mopani District Municipality (DC33),Male,50-59,2021-08-31,34528.061069999996
LIM - Mopani District Municipality (DC33),Male,60+,2021-08-31,34305.819763
LIM - Sekhukhune District Municipality (DC47),Female,0-4,2021-08-31,71728.6766
LIM - Sekhukhune District Municipality (DC47),Female,10-14,2021-08-31,69239.1178
LIM - Sekhukhune District Municipality (DC47),Female,15-19,2021-08-31,57796.21291
LIM - Sekhukhune District Municipality (DC47),Female,18-34,2021-08-31,147114.28418000002
LIM - Sekhukhune District Municipality (DC47),Female,35-49,2021-08-31,111479.35731
LIM - Sekhukhune District Municipality (DC47),Female,5-9,2021-08-31,73027.69008
LIM - Sekhukhune District Municipality (DC47),Female,50-59,2021-08-31,43046.154169999994
LIM - Sekhukhune District Municipality (DC47),Female,60+,2021-08-31,68633.447783
LIM - Sekhukhune District Municipality (DC47),Male,0-4,2021-08-31,73969.07495
LIM - Sekhukhune District Municipality (DC47),Male,10-14,2021-08-31,72607.20949
LIM - Sekhukhune District Municipality (DC47),Male,15-19,2021-08-31,60788.53768
LIM - Sekhukhune District Municipality (DC47),Male,18-34,2021-08-31,150088.17382
LIM - Sekhukhune District Municipality (DC47),Male,35-49,2021-08-31,96096.58991
LIM - Sekhukhune District Municipality (DC47),Male,5-9,2021-08-31,75626.34915
LIM - Sekhukhune District Municipality (DC47),Male,50-59,2021-08-31,23990.73833
LIM - Sekhukhune District Municipality (DC47),Male,60+,2021-08-31,22174.688339
LIM - Vhembe District Municipality (DC34),Female,0-4,2021-08-31,78956.23561
LIM - Vhembe District Municipality (DC34),Female,10-14,2021-08-31,80095.56224
LIM - Vhembe District Municipality (DC34),Female,15-19,2021-08-31,67486.72422
LIM - Vhembe District Municipality (DC34),Female,18-34,2021-08-31,162408.17103
LIM - Vhembe District Municipality (DC34),Female,35-49,2021-08-31,145309.21666
LIM - Vhembe District Municipality (DC34),Female,5-9,2021-08-31,80852.45788
LIM - Vhembe District Municipality (DC34),Female,50-59,2021-08-31,64505.41471
LIM - Vhembe District Municipality (DC34),Female,60+,2021-08-31,85916.049937
LIM - Vhembe District Municipality (DC34),Male,0-4,2021-08-31,81331.17117
LIM - Vhembe District Municipality (DC34),Male,10-14,2021-08-31,83408.10058
LIM - Vhembe District Municipality (DC34),Male,15-19,2021-08-31,71338.3333
LIM - Vhembe District Municipality (DC34),Male,18-34,2021-08-31,158082.43858000002
LIM - Vhembe District Municipality (DC34),Male,35-49,2021-08-31,115497.14224
LIM - Vhembe District Municipality (DC34),Male,5-9,2021-08-31,83012.44932
LIM - Vhembe District Municipality (DC34),Male,50-59,2021-08-31,39623.006859999994
LIM - Vhembe District Municipality (DC34),Male,60+,2021-08-31,33271.819840000004
LIM - Waterberg District Municipality (DC36),Female,0-4,2021-08-31,36334.55073
LIM - Waterberg District Municipality (DC36),Female,10-14,2021-08-31,37102.34911
LIM - Waterberg District Municipality (DC36),Female,15-19,2021-08-31,28497.20146
LIM - Waterberg District Municipality (DC36),Female,18-34,2021-08-31,75807.69847
LIM - Waterberg District Municipality (DC36),Female,35-49,2021-08-31,73388.33184
LIM - Waterberg District Municipality (DC36),Female,5-9,2021-08-31,37109.61859
LIM - Waterberg District Municipality (DC36),Female,50-59,2021-08-31,34094.39117
LIM - Waterberg District Municipality (DC36),Female,60+,2021-08-31,47217.446077
LIM - Waterberg District Municipality (DC36),Male,0-4,2021-08-31,37523.33309
LIM - Waterberg District Municipality (DC36),Male,10-14,2021-08-31,39007.59204
LIM - Waterberg District Municipality (DC36),Male,15-19,2021-08-31,30502.72993
LIM - Waterberg District Municipality (DC36),Male,18-34,2021-08-31,94326.07003
LIM - Waterberg District Municipality (DC36),Male,35-49,2021-08-31,81441.29747
LIM - Waterberg District Municipality (DC36),Male,5-9,2021-08-31,38431.85643
LIM - Waterberg District Municipality (DC36),Male,50-59,2021-08-31,30371.927430000003
LIM - Waterberg District Municipality (DC36),Male,60+,2021-08-31,29345.294129
MP - Gert Sibande District Municipality (DC30),Female,0-4,2021-08-31,60399.67973
MP - Gert Sibande District Municipality (DC30),Female,10-14,2021-08-31,63409.71742
MP - Gert Sibande District Municipality (DC30),Female,15-19,2021-08-31,53577.96799
MP - Gert Sibande District Municipality (DC30),Female,18-34,2021-08-31,163844.96967
MP - Gert Sibande District Municipality (DC30),Female,35-49,2021-08-31,124694.00112
MP - Gert Sibande District Municipality (DC30),Female,5-9,2021-08-31,57232.90887
MP - Gert Sibande District Municipality (DC30),Female,50-59,2021-08-31,51554.677639999994
MP - Gert Sibande District Municipality (DC30),Female,60+,2021-08-31,62547.015203
MP - Gert Sibande District Municipality (DC30),Male,0-4,2021-08-31,61578.80644
MP - Gert Sibande District Municipality (DC30),Male,10-14,2021-08-31,63595.64425
MP - Gert Sibande District Municipality (DC30),Male,15-19,2021-08-31,53354.33129
MP - Gert Sibande District Municipality (DC30),Male,18-34,2021-08-31,178398.88379
MP - Gert Sibande District Municipality (DC30),Male,35-49,2021-08-31,130021.47839999999
MP - Gert Sibande District Municipality (DC30),Male,5-9,2021-08-31,57786.19812
MP - Gert Sibande District Municipality (DC30),Male,50-59,2021-08-31,43494.560580000005
MP - Gert Sibande District Municipality (DC30),Male,60+,2021-08-31,44112.077066
MP - Nkangala District Municipality (DC31),Female,0-4,2021-08-31,70823.49987
MP - Nkangala District Municipality (DC31),Female,10-14,2021-08-31,75760.71018
MP - Nkangala District Municipality (DC31),Female,15-19,2021-08-31,62811.52219
MP - Nkangala District Municipality (DC31),Female,18-34,2021-08-31,212468.50443000003
MP - Nkangala District Municipality (DC31),Female,35-49,2021-08-31,175076.0717
MP - Nkangala District Municipality (DC31),Female,5-9,2021-08-31,68720.35025
MP - Nkangala District Municipality (DC31),Female,50-59,2021-08-31,69354.8401
MP - Nkangala District Municipality (DC31),Female,60+,2021-08-31,77319.27770199999
MP - Nkangala District Municipality (DC31),Male,0-4,2021-08-31,72484.92148
MP - Nkangala District Municipality (DC31),Male,10-14,2021-08-31,77164.81585
MP - Nkangala District Municipality (DC31),Male,15-19,2021-08-31,64204.09888
MP - Nkangala District Municipality (DC31),Male,18-34,2021-08-31,245528.3138
MP - Nkangala District Municipality (DC31),Male,35-49,2021-08-31,195058.64301
MP - Nkangala District Municipality (DC31),Male,5-9,2021-08-31,69921.69065
MP - Nkangala District Municipality (DC31),Male,50-59,2021-08-31,59691.78955
MP - Nkangala District Municipality (DC31),Male,60+,2021-08-31,53460.308845
NC - Frances Baard District Municipality (DC9),Female,0-4,2021-08-31,19746.0185
NC - Frances Baard District Municipality (DC9),Female,10-14,2021-08-31,20261.82211
NC - Frances Baard District Municipality (DC9),Female,15-19,2021-08-31,17104.34669
NC - Frances Baard District Municipality (DC9),Female,18-34,2021-08-31,46160.717189999996
NC - Frances Baard District Municipality (DC9),Female,35-49,2021-08-31,40388.11264
NC - Frances Baard District Municipality (DC9),Female,5-9,2021-08-31,20104.29419
NC - Frances Baard District Municipality (DC9),Female,50-59,2021-08-31,18973.796287
NC - Frances Baard District Municipality (DC9),Female,60+,2021-08-31,26311.077848
NC - Frances Baard District Municipality (DC9),Male,0-4,2021-08-31,20818.24882
NC - Frances Baard District Municipality (DC9),Male,10-14,2021-08-31,21429.2322
NC - Frances Baard District Municipality (DC9),Male,15-19,2021-08-31,17710.6364
NC - Frances Baard District Municipality (DC9),Male,18-34,2021-08-31,49105.63973
NC - Frances Baard District Municipality (DC9),Male,35-49,2021-08-31,44818.86111
NC - Frances Baard District Municipality (DC9),Male,5-9,2021-08-31,21550.46477
NC - Frances Baard District Municipality (DC9),Male,50-59,2021-08-31,16527.547534999998
NC - Frances Baard District Municipality (DC9),Male,60+,2021-08-31,15167.7265142
NC - John Taolo Gaetsewe District Municipality (DC45),Female,0-4,2021-08-31,15331.14976
NC - John Taolo Gaetsewe District Municipality (DC45),Female,10-14,2021-08-31,14893.86797
NC - John Taolo Gaetsewe District Municipality (DC45),Female,15-19,2021-08-31,12415.36128
NC - John Taolo Gaetsewe District Municipality (DC45),Female,18-34,2021-08-31,35228.640929999994
NC - John Taolo Gaetsewe District Municipality (DC45),Female,35-49,2021-08-31,25446.934747
NC - John Taolo Gaetsewe District Municipality (DC45),Female,5-9,2021-08-31,15127.82713
NC - John Taolo Gaetsewe District Municipality (DC45),Female,50-59,2021-08-31,10151.179418
NC - John Taolo Gaetsewe District Municipality (DC45),Female,60+,2021-08-31,14218.699621
NC - John Taolo Gaetsewe District Municipality (DC45),Male,0-4,2021-08-31,15594.14889
NC - John Taolo Gaetsewe District Municipality (DC45),Male,10-14,2021-08-31,14198.23071
NC - John Taolo Gaetsewe District Municipality (DC45),Male,15-19,2021-08-31,11430.32789
NC - John Taolo Gaetsewe District Municipality (DC45),Male,18-34,2021-08-31,33998.649001
NC - John Taolo Gaetsewe District Municipality (DC45),Male,35-49,2021-08-31,26961.121843
NC - John Taolo Gaetsewe District Municipality (DC45),Male,5-9,2021-08-31,15172.83429
NC - John Taolo Gaetsewe District Municipality (DC45),Male,50-59,2021-08-31,8155.351913
NC - John Taolo Gaetsewe District Municipality (DC45),Male,60+,2021-08-31,8377.585444800001
NC - Namakwa District Municipality (DC6),Female,0-4,2021-08-31,4709.778491
NC - Namakwa District Municipality (DC6),Female,10-14,2021-08-31,5002.503169
NC - Namakwa District Municipality (DC6),Female,15-19,2021-08-31,4502.158962
NC - Namakwa District Municipality (DC6),Female,18-34,2021-08-31,13839.673716000001
NC - Namakwa District Municipality (DC6),Female,35-49,2021-08-31,11673.210425000001
NC - Namakwa District Municipality (DC6),Female,5-9,2021-08-31,4709.557054
NC - Namakwa District Municipality (DC6),Female,50-59,2021-08-31,6835.808389
NC - Namakwa District Municipality (DC6),Female,60+,2021-08-31,8662.3282309
NC - Namakwa District Municipality (DC6),Male,0-4,2021-08-31,4756.548285
NC - Namakwa District Municipality (DC6),Male,10-14,2021-08-31,4884.558767
NC - Namakwa District Municipality (DC6),Male,15-19,2021-08-31,4359.267769
NC - Namakwa District Municipality (DC6),Male,18-34,2021-08-31,13710.012612
NC - Namakwa District Municipality (DC6),Male,35-49,2021-08-31,12057.819309
NC - Namakwa District Municipality (DC6),Male,5-9,2021-08-31,4776.897883
NC - Namakwa District Municipality (DC6),Male,50-59,2021-08-31,6057.310105
NC - Namakwa District Municipality (DC6),Male,60+,2021-08-31,6481.4664279
NC - Pixley ka Seme District Municipality (DC7),Female,0-4,2021-08-31,10636.21563
NC - Pixley ka Seme District Municipality (DC7),Female,10-14,2021-08-31,10250.43094
NC - Pixley ka Seme District Municipality (DC7),Female,15-19,2021-08-31,8962.113516
NC - Pixley ka Seme District Municipality (DC7),Female,18-34,2021-08-31,23276.911557
NC - Pixley ka Seme District Municipality (DC7),Female,35-49,2021-08-31,17770.701291999998
NC - Pixley ka Seme District Municipality (DC7),Female,5-9,2021-08-31,10206.78882
NC - Pixley ka Seme District Municipality (DC7),Female,50-59,2021-08-31,9381.101834000001
NC - Pixley ka Seme District Municipality (DC7),Female,60+,2021-08-31,15159.246378
NC - Pixley ka Seme District Municipality (DC7),Male,0-4,2021-08-31,11125.68508
NC - Pixley ka Seme District Municipality (DC7),Male,10-14,2021-08-31,10306.65422
NC - Pixley ka Seme District Municipality (DC7),Male,15-19,2021-08-31,8949.122337
NC - Pixley ka Seme District Municipality (DC7),Male,18-34,2021-08-31,24303.325909
NC - Pixley ka Seme District Municipality (DC7),Male,35-49,2021-08-31,20075.971641
NC - Pixley ka Seme District Municipality (DC7),Male,5-9,2021-08-31,10622.31688
NC - Pixley ka Seme District Municipality (DC7),Male,50-59,2021-08-31,8678.364902000001
NC - Pixley ka Seme District Municipality (DC7),Male,60+,2021-08-31,10855.306828
NC- ZF Mgcawu (DC8),Female,0-4,2021-08-31,12728.53156
NC- ZF Mgcawu (DC8),Female,10-14,2021-08-31,12194.2007
NC- ZF Mgcawu (DC8),Female,15-19,2021-08-31,11123.12334
NC- ZF Mgcawu (DC8),Female,18-34,2021-08-31,36350.45603
NC- ZF Mgcawu (DC8),Female,35-49,2021-08-31,28683.494422
NC- ZF Mgcawu (DC8),Female,5-9,2021-08-31,12420.88806
NC- ZF Mgcawu (DC8),Female,50-59,2021-08-31,12232.945037
NC- ZF Mgcawu (DC8),Female,60+,2021-08-31,15916.749317
NC- ZF Mgcawu (DC8),Male,0-4,2021-08-31,12965.68832
NC- ZF Mgcawu (DC8),Male,10-14,2021-08-31,11866.52578
NC- ZF Mgcawu (DC8),Male,15-19,2021-08-31,10726.13703
NC- ZF Mgcawu (DC8),Male,18-34,2021-08-31,39371.3286
NC- ZF Mgcawu (DC8),Male,35-49,2021-08-31,32373.839603
NC- ZF Mgcawu (DC8),Male,5-9,2021-08-31,12701.91318
NC- ZF Mgcawu (DC8),Male,50-59,2021-08-31,11262.661436
NC- ZF Mgcawu (DC8),Male,60+,2021-08-31,10707.2085434
NW - Bojanala Platinum District Municipality (DC37),Female,0-4,2021-08-31,83888.83618
NW - Bojanala Platinum District Municipality (DC37),Female,10-14,2021-08-31,83567.8244
NW - Bojanala Platinum District Municipality (DC37),Female,15-19,2021-08-31,67421.82431
NW - Bojanala Platinum District Municipality (DC37),Female,18-34,2021-08-31,222382.87422
NW - Bojanala Platinum District Municipality (DC37),Female,35-49,2021-08-31,196647.39285
NW - Bojanala Platinum District Municipality (DC37),Female,5-9,2021-08-31,82468.64719
NW - Bojanala Platinum District Municipality (DC37),Female,50-59,2021-08-31,79656.5148
NW - Bojanala Platinum District Municipality (DC37),Female,60+,2021-08-31,91720.35803
NW - Bojanala Platinum District Municipality (DC37),Male,0-4,2021-08-31,85467.4439
NW - Bojanala Platinum District Municipality (DC37),Male,10-14,2021-08-31,86513.25903
NW - Bojanala Platinum District Municipality (DC37),Male,15-19,2021-08-31,70568.42619
NW - Bojanala Platinum District Municipality (DC37),Male,18-34,2021-08-31,280466.90313
NW - Bojanala Platinum District Municipality (DC37),Male,35-49,2021-08-31,259654.00417
NW - Bojanala Platinum District Municipality (DC37),Male,5-9,2021-08-31,84740.47274
NW - Bojanala Platinum District Municipality (DC37),Male,50-59,2021-08-31,94362.30593999999
NW - Bojanala Platinum District Municipality (DC37),Male,60+,2021-08-31,81669.908392
NW - Dr Kenneth Kaunda District Municipality (DC40),Female,0-4,2021-08-31,36922.07176
NW - Dr Kenneth Kaunda District Municipality (DC40),Female,10-14,2021-08-31,38195.71622
NW - Dr Kenneth Kaunda District Municipality (DC40),Female,15-19,2021-08-31,34041.29407
NW - Dr Kenneth Kaunda District Municipality (DC40),Female,18-34,2021-08-31,98927.76217999999
NW - Dr Kenneth Kaunda District Municipality (DC40),Female,35-49,2021-08-31,85908.82501
NW - Dr Kenneth Kaunda District Municipality (DC40),Female,5-9,2021-08-31,37331.97426
NW - Dr Kenneth Kaunda District Municipality (DC40),Female,50-59,2021-08-31,38295.59149
NW - Dr Kenneth Kaunda District Municipality (DC40),Female,60+,2021-08-31,39572.356479
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,0-4,2021-08-31,37398.20812
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,10-14,2021-08-31,38349.55043
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,15-19,2021-08-31,33571.77777
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,18-34,2021-08-31,99267.02171999999
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,35-49,2021-08-31,82524.66185
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,5-9,2021-08-31,37682.67036
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,50-59,2021-08-31,35561.47838
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,60+,2021-08-31,30527.053431
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,0-4,2021-08-31,25658.10173
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,10-14,2021-08-31,29529.02355
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,15-19,2021-08-31,23852.31219
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,18-34,2021-08-31,53920.65404
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,35-49,2021-08-31,39526.68914
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,5-9,2021-08-31,25615.59778
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,50-59,2021-08-31,18301.529941
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,60+,2021-08-31,30148.787388999997
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,0-4,2021-08-31,26204.98484
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,10-14,2021-08-31,29460.78809
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,15-19,2021-08-31,23376.38455
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,18-34,2021-08-31,50417.81363
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,35-49,2021-08-31,33121.765094
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,5-9,2021-08-31,25876.03739
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,50-59,2021-08-31,14339.701476999999
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,60+,2021-08-31,17290.165103
NW - Ngaka Modiri Molema District Municipality (DC38),Female,0-4,2021-08-31,45628.42287
NW - Ngaka Modiri Molema District Municipality (DC38),Female,10-14,2021-08-31,50164.86376
NW - Ngaka Modiri Molema District Municipality (DC38),Female,15-19,2021-08-31,41892.3548
NW - Ngaka Modiri Molema District Municipality (DC38),Female,18-34,2021-08-31,108426.19964
NW - Ngaka Modiri Molema District Municipality (DC38),Female,35-49,2021-08-31,84501.69524
NW - Ngaka Modiri Molema District Municipality (DC38),Female,5-9,2021-08-31,46303.88848
NW - Ngaka Modiri Molema District Municipality (DC38),Female,50-59,2021-08-31,37652.7408
NW - Ngaka Modiri Molema District Municipality (DC38),Female,60+,2021-08-31,51262.823574
NW - Ngaka Modiri Molema District Municipality (DC38),Male,0-4,2021-08-31,46165.13748
NW - Ngaka Modiri Molema District Municipality (DC38),Male,10-14,2021-08-31,50247.37423
NW - Ngaka Modiri Molema District Municipality (DC38),Male,15-19,2021-08-31,41797.91082
NW - Ngaka Modiri Molema District Municipality (DC38),Male,18-34,2021-08-31,110677.68890000001
NW - Ngaka Modiri Molema District Municipality (DC38),Male,35-49,2021-08-31,81444.00792999999
NW - Ngaka Modiri Molema District Municipality (DC38),Male,5-9,2021-08-31,46892.06388
NW - Ngaka Modiri Molema District Municipality (DC38),Male,50-59,2021-08-31,32081.54275
NW - Ngaka Modiri Molema District Municipality (DC38),Male,60+,2021-08-31,30271.623674
WC - Cape Winelands District Municipality (DC2),Female,0-4,2021-08-31,39754.57086
WC - Cape Winelands District Municipality (DC2),Female,10-14,2021-08-31,39685.00933
WC - Cape Winelands District Municipality (DC2),Female,15-19,2021-08-31,35752.26776
WC - Cape Winelands District Municipality (DC2),Female,18-34,2021-08-31,125211.21239
WC - Cape Winelands District Municipality (DC2),Female,35-49,2021-08-31,102494.42204
WC - Cape Winelands District Municipality (DC2),Female,5-9,2021-08-31,39251.76141
WC - Cape Winelands District Municipality (DC2),Female,50-59,2021-08-31,49604.45626
WC - Cape Winelands District Municipality (DC2),Female,60+,2021-08-31,51457.011956
WC - Cape Winelands District Municipality (DC2),Male,0-4,2021-08-31,40913.70197
WC - Cape Winelands District Municipality (DC2),Male,10-14,2021-08-31,40361.36384
WC - Cape Winelands District Municipality (DC2),Male,15-19,2021-08-31,36141.89561
WC - Cape Winelands District Municipality (DC2),Male,18-34,2021-08-31,133749.59409
WC - Cape Winelands District Municipality (DC2),Male,35-49,2021-08-31,104529.88404
WC - Cape Winelands District Municipality (DC2),Male,5-9,2021-08-31,39985.51039
WC - Cape Winelands District Municipality (DC2),Male,50-59,2021-08-31,42317.17974
WC - Cape Winelands District Municipality (DC2),Male,60+,2021-08-31,35835.911766
WC - Central Karoo District Municipality (DC5),Female,0-4,2021-08-31,3591.008172
WC - Central Karoo District Municipality (DC5),Female,10-14,2021-08-31,3974.829702
WC - Central Karoo District Municipality (DC5),Female,15-19,2021-08-31,3748.520286
WC - Central Karoo District Municipality (DC5),Female,18-34,2021-08-31,9053.153093
WC - Central Karoo District Municipality (DC5),Female,35-49,2021-08-31,6213.732849999999
WC - Central Karoo District Municipality (DC5),Female,5-9,2021-08-31,3896.809161
WC - Central Karoo District Municipality (DC5),Female,50-59,2021-08-31,3908.632951
WC - Central Karoo District Municipality (DC5),Female,60+,2021-08-31,5716.2021453
WC - Central Karoo District Municipality (DC5),Male,0-4,2021-08-31,3557.527637
WC - Central Karoo District Municipality (DC5),Male,10-14,2021-08-31,3672.19773
WC - Central Karoo District Municipality (DC5),Male,15-19,2021-08-31,3139.76227
WC - Central Karoo District Municipality (DC5),Male,18-34,2021-08-31,8726.157626
WC - Central Karoo District Municipality (DC5),Male,35-49,2021-08-31,5798.594797
WC - Central Karoo District Municipality (DC5),Male,5-9,2021-08-31,3714.302213
WC - Central Karoo District Municipality (DC5),Male,50-59,2021-08-31,2961.316411
WC - Central Karoo District Municipality (DC5),Male,60+,2021-08-31,4140.1834932
WC - City of Cape Town Metropolitan Municipality,Female,0-4,2021-08-31,179901.3306
WC - City of Cape Town Metropolitan Municipality,Female,10-14,2021-08-31,185951.7517
WC - City of Cape Town Metropolitan Municipality,Female,15-19,2021-08-31,165532.0448
WC - City of Cape Town Metropolitan Municipality,Female,18-34,2021-08-31,603539.4839
WC - City of Cape Town Metropolitan Municipality,Female,35-49,2021-08-31,528084.006
WC - City of Cape Town Metropolitan Municipality,Female,5-9,2021-08-31,177797.167
WC - City of Cape Town Metropolitan Municipality,Female,50-59,2021-08-31,244280.94520000002
WC - City of Cape Town Metropolitan Municipality,Female,60+,2021-08-31,283374.10114
WC - City of Cape Town Metropolitan Municipality,Male,0-4,2021-08-31,187037.9662
WC - City of Cape Town Metropolitan Municipality,Male,10-14,2021-08-31,191936.6931
WC - City of Cape Town Metropolitan Municipality,Male,15-19,2021-08-31,166760.3963
WC - City of Cape Town Metropolitan Municipality,Male,18-34,2021-08-31,617004.8157
WC - City of Cape Town Metropolitan Municipality,Male,35-49,2021-08-31,541698.3287
WC - City of Cape Town Metropolitan Municipality,Male,5-9,2021-08-31,184783.1884
WC - City of Cape Town Metropolitan Municipality,Male,50-59,2021-08-31,218527.10575
WC - City of Cape Town Metropolitan Municipality,Male,60+,2021-08-31,209316.42774
WC - Overberg District Municipality (DC3),Female,0-4,2021-08-31,13786.27306
WC - Overberg District Municipality (DC3),Female,10-14,2021-08-31,12018.60493
WC - Overberg District Municipality (DC3),Female,15-19,2021-08-31,10645.4144
WC - Overberg District Municipality (DC3),Female,18-34,2021-08-31,38519.7052
WC - Overberg District Municipality (DC3),Female,35-49,2021-08-31,30446.742602
WC - Overberg District Municipality (DC3),Female,5-9,2021-08-31,13036.93294
WC - Overberg District Municipality (DC3),Female,50-59,2021-08-31,14716.08864
WC - Overberg District Municipality (DC3),Female,60+,2021-08-31,18007.783879
WC - Overberg District Municipality (DC3),Male,0-4,2021-08-31,14253.9521
WC - Overberg District Municipality (DC3),Male,10-14,2021-08-31,12260.71472
WC - Overberg District Municipality (DC3),Male,15-19,2021-08-31,10671.27118
WC - Overberg District Municipality (DC3),Male,18-34,2021-08-31,41690.24557
WC - Overberg District Municipality (DC3),Male,35-49,2021-08-31,33316.9147
WC - Overberg District Municipality (DC3),Male,5-9,2021-08-31,13195.76104
WC - Overberg District Municipality (DC3),Male,50-59,2021-08-31,14731.093759
WC - Overberg District Municipality (DC3),Male,60+,2021-08-31,14676.862042
WC - West Coast District Municipality (DC1),Female,0-4,2021-08-31,20763.82189
WC - West Coast District Municipality (DC1),Female,10-14,2021-08-31,19537.20021
WC - West Coast District Municipality (DC1),Female,15-19,2021-08-31,17647.71236
WC - West Coast District Municipality (DC1),Female,18-34,2021-08-31,62059.84122
WC - West Coast District Municipality (DC1),Female,35-49,2021-08-31,49564.37576
WC - West Coast District Municipality (DC1),Female,5-9,2021-08-31,20334.30814
WC - West Coast District Municipality (DC1),Female,50-59,2021-08-31,24386.34144
WC - West Coast District Municipality (DC1),Female,60+,2021-08-31,22701.0337203
WC - West Coast District Municipality (DC1),Male,0-4,2021-08-31,21171.8905
WC - West Coast District Municipality (DC1),Male,10-14,2021-08-31,20020.12793
WC - West Coast District Municipality (DC1),Male,15-19,2021-08-31,17525.67334
WC - West Coast District Municipality (DC1),Male,18-34,2021-08-31,64524.06125
WC - West Coast District Municipality (DC1),Male,35-49,2021-08-31,50264.45086
WC - West Coast District Municipality (DC1),Male,5-9,2021-08-31,20836.58717
WC - West Coast District Municipality (DC1),Male,50-59,2021-08-31,21736.661741
WC - West Coast District Municipality (DC1),Male,60+,2021-08-31,17044.2134975
WC- Garden Route (DC4),Female,0-4,2021-08-31,27339.24987
WC- Garden Route (DC4),Female,10-14,2021-08-31,27069.92153
WC- Garden Route (DC4),Female,15-19,2021-08-31,25498.83045
WC- Garden Route (DC4),Female,18-34,2021-08-31,75025.09441
WC- Garden Route (DC4),Female,35-49,2021-08-31,61757.50796
WC- Garden Route (DC4),Female,5-9,2021-08-31,26112.3314
WC- Garden Route (DC4),Female,50-59,2021-08-31,35651.2857
WC- Garden Route (DC4),Female,60+,2021-08-31,48829.737505
WC- Garden Route (DC4),Male,0-4,2021-08-31,27877.77145
WC- Garden Route (DC4),Male,10-14,2021-08-31,27470.49542
WC- Garden Route (DC4),Male,15-19,2021-08-31,24183.94624
WC- Garden Route (DC4),Male,18-34,2021-08-31,74490.98937
WC- Garden Route (DC4),Male,35-49,2021-08-31,57456.00103
WC- Garden Route (DC4),Male,5-9,2021-08-31,26539.23231
WC- Garden Route (DC4),Male,50-59,2021-08-31,29329.286650000002
WC- Garden Route (DC4),Male,60+,2021-08-31,34057.621071
 MP - Ehlanzeni District Municipality (DC32),Female,0-4,2021-09-30,98845.18844
 MP - Ehlanzeni District Municipality (DC32),Female,10-14,2021-09-30,98221.45964
 MP - Ehlanzeni District Municipality (DC32),Female,15-19,2021-09-30,83827.52068
 MP - Ehlanzeni District Municipality (DC32),Female,18-34,2021-09-30,230009.76357
 MP - Ehlanzeni District Municipality (DC32),Female,35-49,2021-09-30,181128.74793
 MP - Ehlanzeni District Municipality (DC32),Female,5-9,2021-09-30,96665.4066
 MP - Ehlanzeni District Municipality (DC32),Female,50-59,2021-09-30,81516.40815999999
 MP - Ehlanzeni District Municipality (DC32),Female,60+,2021-09-30,93685.317
